Delivery Id,Origin_Location,Destination_Location,region,created_at,actual_delivery_time,On time Delivery,Customer_rating,condition_text,Fixed Costs,Maintenance,Difference,Area,Delivery_Time
VCV00011265/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/1/15 4:17,2/1/15 5:15,1,3,Partly cloudy,6884,505,6379,,
VCV00009193/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/10/15 21:19,2/10/15 22:12,1,4,Partly cloudy,8052,396,7656,,
AEIBK2026815,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/11/15 3:05,2/11/15 3:37,1,2,Partly cloudy,8468,626,7842,,
VCV00009577/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/14/15 2:25,2/14/15 3:24,1,5,Partly cloudy,6374,1047,5327,,
AEIBK2026781,"Bandra,Mumbai","Devalapura, Mysore, Karnataka",Karnataka,1/31/15 19:42,1/31/15 20:04,1,2,Partly cloudy,6036,1273,4763,,
VCV00011197/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/28/15 22:01,1/28/15 22:22,1,4,Partly cloudy,7078,523,6554,,
AEIBK2026385,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/12/15 4:41,2/12/15 5:14,1,4,Partly cloudy,9109,1317,7792,,
AEIBK2026387,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/13/15 1:42,2/13/15 2:17,1,5,Partly cloudy,11420,1622,9797,,
AEIBK2026381,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/18/15 1:30,2/18/15 2:21,0,1,Patchy rain possible,7563,747,6816,,
AEIBK2026383,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/16/15 2:01,2/16/15 2:59,1,2,Partly cloudy,7782,803,6979,,
AEIBK2026820,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/16/15 17:58,2/16/15 18:25,0,1,Patchy rain possible,7246,841,6404,,
VCV00010851/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/28/15 17:53,1/28/15 18:38,0,1,Patchy rain possible,6825,742,6083,,
AEIBK2026756,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/3/15 1:59,2/3/15 2:38,1,4,Sunny,6087,657,5430,,
VCV00011230/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/16/15 1:29,2/16/15 2:17,1,4,Sunny,8761,1478,7283,,
VCV00011147/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/26/15 1:28,1/26/15 2:11,0,1,Patchy rain possible,6281,314,5967,,
AEIBK2026758,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/28/15 19:50,1/28/15 20:41,1,1,Sunny,9399,1473,7926,,
VCV00009810/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 21:34,1/28/15 22:01,0,1,Patchy rain possible,6734,1047,5688,,
VCV00010980/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/17/15 19:38,2/17/15 20:02,1,4,Sunny,8087,1153,6934,,
VCV00011006/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/29/15 21:18,1/29/15 21:43,1,3,Sunny,7866,1127,6739,,
AEIBK2026582,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/14/15 21:20,2/14/15 21:54,1,2,Sunny,7309,462,6847,,
VCV00011096/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/3/15 23:33,2/4/15 0:07,0,1,Patchy rain possible,7793,493,7300,,
AEIBK2026475,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,2/7/15 3:40,2/7/15 4:06,1,5,Mist,8164,405,7759,,
MVCV0000961/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/17/15 5:37,2/17/15 6:16,0,1,Patchy rain possible,6380,1253,5128,,
VCV00010978/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/15/15 3:21,2/15/15 5:14,0,1,Patchy rain possible,7189,511,6678,,
VCV00010981/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/2/15 3:21,2/2/15 5:32,0,1,Patchy rain possible,10839,1326,9513,,
VCV00009622/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 4:43,2/9/15 5:52,1,5,Sunny,10963,1607,9356,,
VCV00010946/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 1:41,1/24/15 2:26,1,4,Sunny,7474,729,6745,,
VCV00010987/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 20:58,1/29/15 21:24,1,4,Partly cloudy,7785,791,6994,,
VCV00010140/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 21:01,1/26/15 21:33,0,1,Patchy rain possible,6645,592,6052,,
VCV00011069/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/4/15 19:03,2/4/15 19:39,0,1,Patchy rain possible,7171,750,6420,,
VCV00010813/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 19:30,2/16/15 20:08,1,5,Partly cloudy,6543,646,5897,,
VCV00009790/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/11/15 20:52,2/11/15 21:28,1,4,Partly cloudy,10299,1444,8855,,
VCV00010477/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/7/15 22:10,2/7/15 22:38,0,1,Patchy rain possible,6439,306,6133,,
AEIBK2026864,"Bandra,Mumbai","Jagadambigainagar, Tiruvallur, Tamil Nadu",Tamil Nadu,2/16/15 3:53,2/16/15 4:48,1,5,Sunny,10937,1447,9490,,
VCV00011029/082021,"TURBO ENERGY LTD-PULIVALAM,VELLORE,TAMIL NADU","TURBO ENERGY LTD-PULIVALAM,VELLORE,TAMIL NADU",Tamil Nadu,1/30/15 3:04,1/30/15 3:58,1,4,Sunny,6918,1045,5873,,
VCV00010071/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 4:17,1/28/15 4:42,0,1,Patchy rain possible,7511,1142,6369,,
VCV00010944/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 0:27,2/16/15 1:11,0,1,Patchy rain possible,7293,1141,6153,,
VCV00010894/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 1:11,2/12/15 1:48,1,5,Sunny,6836,473,6362,,
VCV00010871/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 21:29,2/10/15 22:07,0,1,Mist,6938,492,6446,,
AEIBK2026249,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,2/17/15 19:01,2/17/15 19:22,1,5,Partly cloudy,19604,724,18880,,
VCV00010454/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/15/15 4:30,2/15/15 5:51,0,1,Patchy rain possible,19357,818,18539,,
VCV00010478/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 3:10,1/22/15 3:41,1,4,Sunny,13321,578,12743,,
AEIBK2025631,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/21/15 20:22,1/21/15 20:58,1,4,Sunny,15693,746,14946,,
VCV00010897/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/31/15 21:19,1/31/15 21:41,1,5,Partly cloudy,18768,1276,17492,,
VCV00010815/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 22:00,1/31/15 22:29,1,4,Partly cloudy,16960,1652,15308,,
VCV00010716/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/7/15 21:06,2/7/15 21:29,1,5,Cloudy,8412,724,7688,,
VCV00010245/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/14/15 20:51,2/14/15 21:16,1,3,Partly cloudy,14517,818,13699,,
VCV00010720/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 2:25,2/11/15 3:03,1,2,Sunny,15241,578,14663,,
VCV00010820/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,1/22/15 1:54,1/22/15 2:40,1,1,Patchy rain possible,17832,746,17086,,
VCV00010797/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/1/15 20:02,2/1/15 20:46,1,5,Sunny,12980,1276,11703,,
VCV00010322/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,1/30/15 19:12,1/30/15 19:44,0,1,Mist,8407,1652,6756,,
VCV00010369/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 19:00,2/10/15 19:24,1,4,Partly cloudy,14930,724,14206,,
VCV00010440/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 19:41,2/14/15 20:19,1,5,Partly cloudy,12337,818,11519,,
VCV00009680/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/25/15 1:35,1/25/15 2:27,1,3,Sunny,13665,578,13087,,
VCV00010416/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 20:36,1/26/15 21:22,0,1,Mist,11348,746,10601,,
VCV00010427/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 19:50,2/12/15 20:29,1,4,Sunny,19485,1276,18209,,
VCV00010321/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/15/15 0:53,2/15/15 1:22,1,4,Partly cloudy,15736,1652,14084,,
VCV00010475/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 19:30,2/16/15 19:58,0,1,Patchy rain possible,16213,724,15489,,
VCV00010232/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/14/15 0:31,2/14/15 1:25,0,1,Patchy rain possible,19984,818,19167,,
VCV00010890/082021,"TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/12/15 3:01,2/12/15 3:42,0,1,Mist,13597,578,13018,,
VCV00009592/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 22:02,1/24/15 22:38,1,2,Sunny,16147,746,15400,,
VCV00010529/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 3:10,1/23/15 3:50,0,1,Mist,12169,1276,10893,,
VCV00009723/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 3:10,1/30/15 3:50,1,5,Sunny,17904,1652,16252,,
VCV00009862/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/30/15 1:51,1/30/15 2:26,1,1,Sunny,9290,724,8565,,
AEIBK2026833,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/14/15 22:42,2/14/15 23:01,1,4,Sunny,13194,818,12376,,
AEIBK2025990,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/23/15 2:51,1/23/15 3:54,0,1,Patchy rain possible,10634,578,10055,,
AEIBK2025960,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/7/15 3:11,2/7/15 4:18,1,4,Partly cloudy,7808,746,7062,,
AEIBK2025988,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/10/15 2:51,2/10/15 3:31,1,2,Partly cloudy,10332,1377,8955,,
AEIBK2025982,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/22/15 4:02,1/22/15 4:35,0,1,Mist,8918,728,8190,,
AEIBK2026350,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/31/15 19:45,1/31/15 20:19,1,1,Patchy rain possible,7738,749,6989,,
MVCV0001226/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/6/15 23:02,2/6/15 23:39,0,1,Mist,7588,461,7128,,
VCV00010845/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/14/15 0:36,2/14/15 1:47,0,3,Light rain shower,7816,847,6969,,
MVCV0000960/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/12/15 19:57,2/12/15 20:35,0,1,Patchy rain possible,7765,897,6868,,
VCV00010818/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/25/15 1:51,1/25/15 2:45,1,2,Sunny,6743,3756,2987,,
VCV00010707/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/12/15 18:13,2/12/15 19:05,0,1,Patchy rain possible,7529,1026,6503,,
VCV00009990/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 19:47,1/24/15 20:32,1,2,Partly cloudy,7431,472,6959,,
VCV00010081/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/8/15 17:31,2/8/15 19:15,0,1,Patchy rain possible,7774,472,7302,,
VCV00010129/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/13/15 4:52,2/13/15 5:31,1,3,Sunny,7820,306,7514,,
VCV00010482/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 5:22,2/9/15 5:51,1,2,Partly cloudy,10586,1582,9004,,
VCV00010705/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/4/15 18:41,2/4/15 19:12,1,2,Partly cloudy,7085,1060,6025,,
VCV00009648/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/9/15 17:28,2/9/15 18:20,1,5,Partly cloudy,10988,1948,9041,,
AEIBK2026228,"Perukkaranai, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/26/15 22:51,1/26/15 23:21,1,5,Sunny,7052,643,6409,,
VCV00010768/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/5/15 19:41,2/5/15 20:35,1,5,Sunny,7118,538,6579,,
VCV00010423/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/28/15 20:33,1/28/15 21:02,1,4,Sunny,6930,618,6311,,
VCV00010366/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/11/15 19:51,2/11/15 20:46,1,4,Sunny,8788,1234,7555,,
AEIBK2026450,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/12/15 17:23,2/12/15 18:33,1,5,Sunny,10584,1351,9232,,
VCV00007656/082021,"PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU",Tamil Nadu,2/3/15 20:05,2/3/15 20:44,1,1,Partly cloudy,8921,715,8207,,
VCV00010587/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/12/15 20:15,2/12/15 20:55,1,4,Sunny,6653,607,6046,,
AEIBK2026436,"Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/4/15 19:49,2/4/15 20:29,1,3,Partly cloudy,7628,452,7175,,
VCV00010076/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 19:51,2/11/15 20:46,1,1,Sunny,8210,847,7363,,
VCV00010709/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/11/15 19:51,2/11/15 20:46,1,5,Sunny,7846,897,6949,,
VCV00010448/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/21/15 19:16,1/21/15 19:50,0,1,Patchy rain possible,6900,3756,3145,,
MVCV0001094/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/10/15 18:51,2/10/15 19:29,1,1,Sunny,7602,1026,6577,,
VCV00010014/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,1/27/15 19:12,1/27/15 19:52,1,2,Sunny,7500,768,6733,,
VCV00010572/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 18:18,2/9/15 19:10,0,1,Patchy rain possible,8136,463,7672,,
VCV00009694/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 19:38,2/9/15 20:24,1,3,Sunny,8253,300,7953,,
VCV00009695/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 21:49,1/28/15 22:14,1,4,Sunny,10838,1553,9285,,
AEIBK2026376,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/9/15 19:19,2/9/15 19:48,1,2,Sunny,7318,1040,6277,,
VCV00010167/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 18:37,2/4/15 19:24,1,4,Sunny,11507,1912,9596,,
VCV00010490/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 19:39,1/29/15 20:20,1,3,Sunny,7108,631,6477,,
AEIBK2026251,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,1/28/15 19:34,1/28/15 20:19,1,4,Sunny,7377,528,6848,,
VCV00010469/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/9/15 20:34,2/9/15 21:08,1,3,Sunny,7081,607,6474,,
VCV00010472/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/17/15 19:59,2/17/15 20:28,1,4,Partly cloudy,9419,1211,8208,,
VCV00010473/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 20:02,2/16/15 20:50,1,3,Partly cloudy,10348,1392,8956,,
AEIBK2026425,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/16/15 18:18,2/16/15 19:04,0,1,Patchy rain possible,8708,729,7978,,
VCV00010395/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/21/15 19:35,1/21/15 20:07,1,5,Partly cloudy,7533,803,6730,,
VCV00010449/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/2/15 19:43,2/2/15 20:35,0,1,Mist,7767,742,7025,,
VCV00010035/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 22:51,2/11/15 23:44,1,2,Sunny,7334,452,6881,,
VCV00009659/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 3:58,1/23/15 4:47,1,4,Cloudy,7841,282,7559,,
